SR_Created_Date,Sr_Num,Enq_Type,Enq_Sub_Type,Postcode
14 August 2017,2-888666611,LASBT ALMO,Noise Nuisance,LS11 6
18 August 2017,2-889274223,LASBT ALMO,Noise Nuisance,LS25 2
14 August 2017,2-888677213,LASBT Private,Noise Nuisance,LS12 3
18 August 2017,2-889254516,LASBT ALMO,Noise Nuisance,LS13 1
17 August 2017,2-889241262,LASBT ALMO,Noise Nuisance,LS9 7
14 August 2017,2-888690800,LASBT ALMO,Noise Nuisance,LS7 4
14 August 2017,2-888696718,Tenancy Breach,Noise Nuisance,LS5 3
17 August 2017,2-889184552,LASBT ALMO,Noise Nuisance,LS10 4
14 August 2017,2-888714839,LASBT ALMO,Noise Nuisance,LS10 2
17 August 2017,2-889134769,Tenancy Breach,Noise Nuisance,LS27 7
17 August 2017,2-889148199,Tenancy Breach,Noise Nuisance,LS14 6
14 August 2017,2-888742883,LASBT ALMO,Noise Nuisance,LS13 2
17 August 2017,2-889118176,LASBT ALMO,Noise Nuisance,LS22 6
16 August 2017,2-889051235,LASBT Private,Noise Nuisance,LS11 8
16 August 2017,2-889043601,Tenancy Breach,Noise Nuisance,LS7 1
16 August 2017,2-889028989,LASBT ALMO,Noise Nuisance,LS12 3
15 August 2017,2-888858256,Tenancy Breach,Noise Nuisance,LS9 6
16 August 2017,2-889035099,LASBT Private,Noise Nuisance,LS26 0
16 August 2017,2-888998843,Tenancy Breach,Noise Nuisance,LS17 5
16 August 2017,2-888976941,Tenancy Breach,Noise Nuisance,LS3 1
16 August 2017,2-888933630,Tenancy Breach,Noise Nuisance,LS13 2
15 August 2017,2-888918042,LASBT ALMO,Noise Nuisance,LS11 6
15 August 2017,2-888894570,Tenancy Breach,Noise Nuisance,LS16 7
29 September 2017,2-893436905,LASBT Private,Noise Nuisance,LS9 6
04 September 2017,2-890929547,LASBT Private,Noise Nuisance,LS8 5
29 September 2017,2-893447044,LASBT Private,Noise Nuisance,LS7 4
04 September 2017,2-890972887,LASBT Private,Noise Nuisance,LS15 4
28 September 2017,2-893303631,LASBT Private,Noise Nuisance,LS14 6
28 September 2017,2-893303088,LASBT Private,Noise Nuisance,LS7 3
04 September 2017,2-891038620,LASBT ALMO,Noise Nuisance,LS14 6
27 September 2017,2-893239492,LASBT Private,Noise Nuisance,LS9 9
27 September 2017,2-893239441,LASBT ALMO,Noise Nuisance,LS14 1
27 September 2017,2-893245036,LASBT ALMO,Noise Nuisance,LS14 1
27 September 2017,2-893146760,LASBT Private,Noise Nuisance,LS7 4
26 September 2017,2-893128555,LASBT Private,Noise Nuisance,LS7 3
05 September 2017,2-891182976,LASBT ALMO,Noise Nuisance,LS9 0
26 September 2017,2-893130549,LASBT Private,Noise Nuisance,LS8 2
26 September 2017,2-893119559,Tenancy Breach,Noise Nuisance,LS8 5
05 September 2017,2-891220010,LASBT Private,Noise Nuisance,LS9 9
26 September 2017,2-893130414,LASBT Private,Noise Nuisance,LS23 6
26 September 2017,2-893130126,LASBT Private,Noise Nuisance,LS9 7
06 September 2017,2-891250277,LASBT Private,Noise Nuisance,LS8 3
26 September 2017,2-893093645,LASBT Private,Noise Nuisance,LS9 6
26 September 2017,2-893105813,LASBT ALMO,Noise Nuisance,LS7 2
26 September 2017,2-893093415,LASBT Private,Noise Nuisance,LS9 6
26 September 2017,2-893056425,LASBT Private,Noise Nuisance,LS8 5
25 September 2017,2-893020754,LASBT Private,Noise Nuisance,LS9 9
25 September 2017,2-893031308,LASBT Private,Noise Nuisance,LS8 5
07 September 2017,2-891452190,LASBT Private,Noise Nuisance,LS9 9
08 September 2017,2-891519966,LASBT Private,Noise Nuisance,LS17 7
08 September 2017,2-891559211,LASBT Private,Noise Nuisance,LS14 2
08 September 2017,2-891600051,LASBT Private,Noise Nuisance,LS14 6
22 September 2017,2-892871103,LASBT Private,Noise Nuisance,LS22 6
11 September 2017,2-891801461,LASBT Private,Noise Nuisance,LS7 3
21 September 2017,2-892774538,LASBT Private,Noise Nuisance,LS22 7
11 September 2017,2-891797402,LASBT Private,Noise Nuisance,LS8 5
21 September 2017,2-892725420,LASBT Private,Noise Nuisance,LS7 2
11 September 2017,2-891834278,LASBT Private,Noise Nuisance,LS8 3
12 September 2017,2-891899059,LASBT Private,Noise Nuisance,LS9 6
12 September 2017,2-891892793,LASBT Private,Noise Nuisance,LS9 8
20 September 2017,2-892613248,LASBT Private,Noise Nuisance,LS6 4
12 September 2017,2-891927651,LASBT Private,Noise Nuisance,LS9 6
19 September 2017,2-892575432,LASBT Private,Noise Nuisance,LS17 7
19 September 2017,2-892558879,LASBT Private,Noise Nuisance,LS8 1
12 September 2017,2-891960457,LASBT Private,Noise Nuisance,LS9 7
19 September 2017,2-892547210,LASBT Private,Noise Nuisance,LS14 6
19 September 2017,2-892515320,LASBT Private,Noise Nuisance,LS8 5
13 September 2017,2-892080849,LASBT ALMO,Noise Nuisance,LS7 2
13 September 2017,2-892109181,LASBT Private,Noise Nuisance,LS9 7
14 September 2017,2-892063911,LASBT Private,Noise Nuisance,LS17 6
14 September 2017,2-892151670,LASBT Private,Noise Nuisance,N
18 September 2017,2-892401918,LASBT Private,Noise Nuisance,LS8 5
15 September 2017,2-892272052,LASBT Private,Noise Nuisance,LS8 3
18 September 2017,2-892401924,LASBT Private,Noise Nuisance,LS9 9
18 September 2017,2-892401786,LASBT Private,Noise Nuisance,LS14 1
15 September 2017,2-892286449,LASBT Private,Noise Nuisance,LS7 3
18 September 2017,2-892401390,LASBT Private,Noise Nuisance,LS9 9
18 September 2017,2-892385677,LASBT Private,Noise Nuisance,LS8 3
01 September 2017,2-890751322,LASBT Private,Noise Nuisance,LS15 0
01 September 2017,2-890751437,LASBT Private,Noise Nuisance,LS10 1
01 September 2017,2-890751670,LASBT Private,Noise Nuisance,LS11 0
01 September 2017,2-890775830,LASBT Private,Noise Nuisance,LS10 1
01 September 2017,2-890790292,LASBT Private,Noise Nuisance,LS9 0
01 September 2017,2-890790501,LASBT ALMO,Noise Nuisance,LS12 3
01 September 2017,2-890790920,LASBT Private,Noise Nuisance,LS11 9
04 September 2017,2-890850430,LASBT Private,Noise Nuisance,LS25 7
29 September 2017,2-893440412,LASBT ALMO,Noise Nuisance,LS27 9
04 September 2017,2-890905414,LASBT Private,Noise Nuisance,LS25 7
04 September 2017,2-890915747,LASBT Private,Noise Nuisance,LS11 8
04 September 2017,2-890853977,LASBT Private,Noise Nuisance,LS26 8
04 September 2017,2-890929241,LASBT Private,Noise Nuisance,LS9 8
04 September 2017,2-890980618,LASBT Private,Noise Nuisance,LS27 8
28 September 2017,2-893334836,LASBT Private,Noise Nuisance,LS27 7
04 September 2017,2-890998283,LASBT Private,Noise Nuisance,WF3 1
28 September 2017,2-893330016,LASBT Private,Noise Nuisance,LS25 7
27 September 2017,2-893219526,LASBT Private,Noise Nuisance,LS10 4
05 September 2017,2-891086208,LASBT Private,Noise Nuisance,LS25 7
05 September 2017,2-891138656,LASBT Private,Noise Nuisance,LS27 7
05 September 2017,2-891138800,LASBT Private,Noise Nuisance,LS15 7
05 September 2017,2-891149354,LASBT Private,Noise Nuisance,LS25 7
26 September 2017,2-893141516,LASBT Private,Noise Nuisance,LS11 0
05 September 2017,2-891199153,LASBT Private,Noise Nuisance,LS25 7
05 September 2017,2-891199395,LASBT Private,Noise Nuisance,LS25 7
06 September 2017,2-891339212,LASBT Private,Noise Nuisance,WF3 1
26 September 2017,2-893047404,LASBT Private,Noise Nuisance,LS11 9
07 September 2017,2-891374329,LASBT Private,Noise Nuisance,WF10 2
07 September 2017,2-891374856,LASBT Private,Noise Nuisance,LS11 6
25 September 2017,2-893022162,LASBT Private,Noise Nuisance,LS27 7
25 September 2017,2-892997996,LASBT Private,Noise Nuisance,LS25 7
07 September 2017,2-891433108,LASBT ALMO,Noise Nuisance,LS10 2
07 September 2017,2-891428118,LASBT Private,Noise Nuisance,LS26 0
07 September 2017,2-891400708,LASBT Private,Noise Nuisance,WF3 1
25 September 2017,2-892913853,LASBT Private,Noise Nuisance,LS11 9
11 September 2017,2-891708268,LASBT ALMO,Noise Nuisance,LS27 9
22 September 2017,2-892846552,LASBT Private,Noise Nuisance,WF3 1
22 September 2017,2-892830427,LASBT Private,Noise Nuisance,LS10 4
22 September 2017,2-892827327,LASBT Private,Noise Nuisance,LS15 7
21 September 2017,2-892773089,LASBT Private,Noise Nuisance,LS10 4
21 September 2017,2-892693633,LASBT Private,Noise Nuisance,LS26 8
12 September 2017,2-891859568,LASBT Private,Noise Nuisance,LS15 0
12 September 2017,2-891879204,LASBT Private,Noise Nuisance,LS11 5
20 September 2017,2-892618610,LASBT Private,Noise Nuisance,LS27 9
13 September 2017,2-891978964,LASBT Private,Noise Nuisance,WF3 3
13 September 2017,2-892010550,LASBT Private,Noise Nuisance,WF3 2
13 September 2017,2-892078008,LASBT Private,Noise Nuisance,LS11 5
18 September 2017,2-892445738,LASBT Private,Noise Nuisance,LS10 1
18 September 2017,2-892445548,LASBT Private,Noise Nuisance,LS10 3
14 September 2017,2-892161111,LASBT Private,Noise Nuisance,LS11 0
14 September 2017,2-892161231,LASBT Private,Noise Nuisance,WF3 1
14 September 2017,2-892187496,LASBT Private,Noise Nuisance,LS7 1
15 September 2017,2-892252588,LASBT Private,Noise Nuisance,BD11 1
18 September 2017,2-892426121,LASBT Private,Noise Nuisance,LS11 6
18 September 2017,2-892402840,LASBT Private,Noise Nuisance,LS27 9
18 September 2017,2-892350368,LASBT Private,Noise Nuisance,LS11 6
18 September 2017,2-892372332,LASBT Private,Noise Nuisance,LS15 7
29 September 2017,2-893471485,LASBT Private,Noise Nuisance,NU
29 September 2017,2-893471391,LASBT Private,Noise Nuisance,LS4 2
29 September 2017,2-893471338,LASBT Private,Noise Nuisance,LS6 2
29 September 2017,2-893477524,Tenancy Breach,Noise Nuisance,LS6 3
01 September 2017,2-890713875,LASBT Private,Noise Nuisance,LS16 5
29 September 2017,2-893481409,LASBT Private,Noise Nuisance,LS6 2
29 September 2017,2-893481331,LASBT Private,Noise Nuisance,LS2 9
29 September 2017,2-893481207,LASBT Private,Noise Nuisance,LS6 1
29 September 2017,2-893481113,LASBT Private,Noise Nuisance,LS6 2
29 September 2017,2-893472957,LASBT Private,Noise Nuisance,LS6 1
29 September 2017,2-893472814,LASBT Private,Noise Nuisance,LS4 2
29 September 2017,2-893472485,LASBT Private,Noise Nuisance,LS12 4
29 September 2017,2-893468566,LASBT Private,Noise Nuisance,LS6 1
29 September 2017,2-893472280,LASBT Private,Noise Nuisance,LS2 9
29 September 2017,2-893448647,LASBT Private,Noise Nuisance,LS6 2
29 September 2017,2-893448193,LASBT Private,Noise Nuisance,LS2 9
04 September 2017,2-890931566,LASBT Private,Noise Nuisance,LS19 7
29 September 2017,2-893439569,LASBT Private,Noise Nuisance,LS13 2
29 September 2017,2-893439375,LASBT Private,Noise Nuisance,LS6 2
29 September 2017,2-893439293,LASBT Private,Noise Nuisance,LS13 2
29 September 2017,2-893439069,LASBT Private,Noise Nuisance,LS6 1
29 September 2017,2-893421925,LASBT ALMO,Noise Nuisance,LS12 5
04 September 2017,2-890980085,LASBT Private,Noise Nuisance,LS21 3
29 September 2017,2-893381933,Tenancy Breach,Noise Nuisance,LS12 5
29 September 2017,2-893382519,LASBT Private,Noise Nuisance,LS5 3
27 September 2017,2-893215860,LASBT Private,Noise Nuisance,LS6 1
05 September 2017,2-891102304,LASBT Private,Noise Nuisance,LS12 4
27 September 2017,2-893196742,LASBT Private,Noise Nuisance,LS6 1
26 September 2017,2-893098582,LASBT Private,Noise Nuisance,LS12 5
06 September 2017,2-891286405,LASBT Private,Noise Nuisance,LS6 1
06 September 2017,2-891286587,LASBT Private,Noise Nuisance,LS6 3
26 September 2017,2-893098312,LASBT Private,Noise Nuisance,LS6 1
26 September 2017,2-893098139,LASBT Private,Noise Nuisance,LS6 1
07 September 2017,2-891354734,Tenancy Breach,Noise Nuisance,LS16 7
07 September 2017,2-891431263,LASBT Private,Noise Nuisance,LS6 3
25 September 2017,2-893000819,LASBT Private,Noise Nuisance,LS4 2
25 September 2017,2-893000676,LASBT Private,Noise Nuisance,LS6 1
25 September 2017,2-893000608,LASBT Private,Noise Nuisance,LS6 1
25 September 2017,2-893000458,LASBT Private,Noise Nuisance,LS4 2
25 September 2017,2-893000411,LASBT Private,Noise Nuisance,LS6 1
25 September 2017,2-893000308,LASBT Private,Noise Nuisance,LS16 6
25 September 2017,2-893000261,LASBT Private,Noise Nuisance,LS13 2
07 September 2017,2-891447997,Tenancy Breach,Noise Nuisance,LS6 3
25 September 2017,2-893000038,LASBT ALMO,Noise Nuisance,LS12 2
25 September 2017,2-892985591,LASBT Private,Noise Nuisance,LS6 1
25 September 2017,2-892985138,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892888658,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892888569,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892888470,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892888292,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892888108,LASBT Private,Noise Nuisance,LS6 1
22 September 2017,2-892866888,LASBT Private,Noise Nuisance,LS12 3
22 September 2017,2-892854972,LASBT Private,Noise Nuisance,LS6 3
11 September 2017,2-891724565,LASBT Private,Noise Nuisance,LS12 3
11 September 2017,2-891740592,LASBT Private,Noise Nuisance,LS28 7
11 September 2017,2-891770207,LASBT ALMO,Noise Nuisance,LS13 4
22 September 2017,2-892829207,LASBT Private,Noise Nuisance,LS6 1
11 September 2017,2-891759644,LASBT Private,Noise Nuisance,LS2 9
22 September 2017,2-892829165,LASBT Private,Noise Nuisance,LS3 1
22 September 2017,2-892829033,LASBT Private,Noise Nuisance,LS6 1
11 September 2017,2-891783266,LASBT Private,Noise Nuisance,LS6 1
11 September 2017,2-891800068,LASBT Private,Noise Nuisance,LS28 8
11 September 2017,2-891797149,LASBT Private,Noise Nuisance,LS12 3
11 September 2017,2-891800404,LASBT Private,Noise Nuisance,LS6 3
11 September 2017,2-891800564,LASBT Private,Noise Nuisance,LS4 2
11 September 2017,2-891800648,LASBT Private,Noise Nuisance,LS6 3
11 September 2017,2-891818110,LASBT Private,Noise Nuisance,LS12 2
21 September 2017,2-892726999,LASBT Private,Noise Nuisance,N
21 September 2017,2-892727954,LASBT Private,Noise Nuisance,LS6 1
21 September 2017,2-892726218,LASBT Private,Noise Nuisance,LS28 7
20 September 2017,2-892684778,LASBT Private,Noise Nuisance,LS6 1
20 September 2017,2-892656726,LASBT Private,Noise Nuisance,LS6 1
20 September 2017,2-892580592,LASBT Private,Noise Nuisance,LS6 1
20 September 2017,2-892580493,LASBT Private,Noise Nuisance,LS6 1
12 September 2017,2-891878986,LASBT Private,Noise Nuisance,LS16 6
19 September 2017,2-892573631,LASBT Private,Noise Nuisance,LS13 3
12 September 2017,2-891928443,LASBT Private,Noise Nuisance,LS20 9
19 September 2017,2-892558969,LASBT Private,Noise Nuisance,LS6 3
19 September 2017,2-892558914,LASBT Private,Noise Nuisance,LS6 4
12 September 2017,2-891950708,LASBT Private,Noise Nuisance,N
19 September 2017,2-892558642,LASBT Private,Noise Nuisance,LS6 1
12 September 2017,2-891961890,LASBT Private,Noise Nuisance,LS6 2
12 September 2017,2-891973118,LASBT Private,Noise Nuisance,LS28 5
12 September 2017,2-891973576,LASBT Private,Noise Nuisance,BD4 8
19 September 2017,2-892558415,LASBT Private,Noise Nuisance,LS6 1
19 September 2017,2-892558283,LASBT Private,Noise Nuisance,LS6 3
19 September 2017,2-892558211,LASBT Private,Noise Nuisance,LS6 3
19 September 2017,2-892558106,LASBT Private,Noise Nuisance,LS6 3
19 September 2017,2-892558029,LASBT Private,Noise Nuisance,LS6 1
13 September 2017,2-892005376,Tenancy Breach,Noise Nuisance,LS28 9
19 September 2017,2-892547912,LASBT Private,Noise Nuisance,LS6 1
19 September 2017,2-892547685,LASBT Private,Noise Nuisance,LS6 3
19 September 2017,2-892547493,LASBT Private,Noise Nuisance,LS5 2
13 September 2017,2-892050389,LASBT Private,Noise Nuisance,LS19 6
19 September 2017,2-892548079,LASBT Private,Noise Nuisance,LS18 4
19 September 2017,2-892547323,LASBT Private,Noise Nuisance,LS6 1
19 September 2017,2-892547086,LASBT Private,Noise Nuisance,NU
13 September 2017,2-892053919,LASBT Private,Noise Nuisance,LS16 5
19 September 2017,2-892515889,LASBT Private,Noise Nuisance,LS6 1
13 September 2017,2-892074720,LASBT Private,Noise Nuisance,LS18 4
13 September 2017,2-892074880,LASBT Private,Noise Nuisance,LS16 6
19 September 2017,2-892464854,LASBT Private,Noise Nuisance,LS3 1
14 September 2017,2-892098638,LASBT Private,Noise Nuisance,LS6 4
18 September 2017,2-892446319,LASBT ALMO,Noise Nuisance,LS13 4
18 September 2017,2-892440011,LASBT ALMO,Noise Nuisance,LS6 1
18 September 2017,2-892415532,Tenancy Breach,Noise Nuisance,LS19 7
18 September 2017,2-892424582,LASBT ALMO,Noise Nuisance,LS28 9
18 September 2017,2-892408863,LASBT Private,Noise Nuisance,LS12 4
15 September 2017,2-892318070,LASBT Private,Noise Nuisance,LS7 1
18 September 2017,2-892400305,LASBT Private,Noise Nuisance,LS18 5
01 September 2017,2-890755257,Tenancy Breach,Noise Nuisance,LS10 3
29 September 2017,2-893472699,Tenancy Breach,Noise Nuisance,LS9 8
01 September 2017,2-890800671,Tenancy Breach,Noise Nuisance,LS13 3
01 September 2017,2-890825060,LASBT ALMO,Noise Nuisance,LS16 6
01 September 2017,2-890813384,Tenancy Breach,Noise Nuisance,LS20 9
29 September 2017,2-893453296,Tenancy Breach,Noise Nuisance,LS14 6
04 September 2017,2-890915156,Tenancy Breach,Noise Nuisance,WF3 2
04 September 2017,2-890912886,Tenancy Breach,Noise Nuisance,LS13 2
04 September 2017,2-890929089,Tenancy Breach,Noise Nuisance,LS14 1
29 September 2017,2-893424309,LASBT ALMO,Noise Nuisance,WF3 2
04 September 2017,2-890936989,Tenancy Breach,Noise Nuisance,LS7 3
04 September 2017,2-890955199,LASBT ALMO,Noise Nuisance,LS9 7
04 September 2017,2-890980448,Tenancy Breach,Noise Nuisance,LS27 9
29 September 2017,2-893415357,LASBT ALMO,Noise Nuisance,LS11 8
04 September 2017,2-890983060,Tenancy Breach,Noise Nuisance,LS9 9
04 September 2017,2-890993042,Tenancy Breach,Noise Nuisance,LS22 7
04 September 2017,2-890985799,LASBT ALMO,Noise Nuisance,LS19 7
28 September 2017,2-893301699,Tenancy Breach,Noise Nuisance,LS18 5
27 September 2017,2-893252178,LASBT ALMO,Noise Nuisance,LS7 2
27 September 2017,2-893240639,Tenancy Breach,Noise Nuisance,LS17 6
27 September 2017,2-893239382,LASBT ALMO,Noise Nuisance,LS8 3
27 September 2017,2-893217928,Tenancy Breach,Noise Nuisance,LS6 3
27 September 2017,2-893224102,LASBT ALMO,Noise Nuisance,LS16 5
05 September 2017,2-891072669,LASBT ALMO,Noise Nuisance,LS11 5
27 September 2017,2-893199672,Tenancy Breach,Noise Nuisance,LS13 4
27 September 2017,2-893218217,Tenancy Breach,Noise Nuisance,LS21 1
27 September 2017,2-893172489,Tenancy Breach,Noise Nuisance,LS14 1
27 September 2017,2-893196529,LASBT ALMO,Noise Nuisance,LS19 7
27 September 2017,2-893199074,Tenancy Breach,Noise Nuisance,LS13 4
26 September 2017,2-893128737,LASBT ALMO,Noise Nuisance,LS15 7
05 September 2017,2-891146242,Tenancy Breach,Noise Nuisance,LS5 3
05 September 2017,2-891158048,Tenancy Breach,Noise Nuisance,LS21 1
26 September 2017,2-893141323,LASBT Private,Noise Nuisance,LS2 9
05 September 2017,2-891149823,LASBT Private,Noise Nuisance,LS11 8
26 September 2017,2-893137146,LASBT Private,Noise Nuisance,LS13 1
26 September 2017,2-893130215,LASBT ALMO,Noise Nuisance,LS7 3
06 September 2017,2-891250178,LASBT Private,Noise Nuisance,LS14 6
26 September 2017,2-893114410,LASBT Private,Noise Nuisance,LS18 5
06 September 2017,2-891241455,Tenancy Breach,Noise Nuisance,LS14 6
06 September 2017,2-891240891,Tenancy Breach,Noise Nuisance,LS13 4
06 September 2017,2-891256374,LASBT Private,Noise Nuisance,LS11 0
26 September 2017,2-893093571,LASBT ALMO,Noise Nuisance,LS9 7
26 September 2017,2-893093266,LASBT ALMO,Noise Nuisance,LS8 3
06 September 2017,2-891285790,Tenancy Breach,Noise Nuisance,LS11 5
06 September 2017,2-891293932,Tenancy Breach,Noise Nuisance,LS7 1
06 September 2017,2-891314182,Tenancy Breach,Noise Nuisance,LS28 7
06 September 2017,2-891322018,Tenancy Breach,Noise Nuisance,LS5 3
26 September 2017,2-893085696,Tenancy Breach,Noise Nuisance,LS6 2
26 September 2017,2-893021989,Tenancy Breach,Noise Nuisance,LS8 3
25 September 2017,2-893044505,Tenancy Breach,Noise Nuisance,LS17 5
25 September 2017,2-893031879,LASBT ALMO,Noise Nuisance,LS23 6
25 September 2017,2-893018569,Tenancy Breach,Noise Nuisance,LS10 3
06 September 2017,2-891365348,LASBT Private,Noise Nuisance,LS28 8
25 September 2017,2-893022324,LASBT ALMO,Noise Nuisance,LS11 0
07 September 2017,2-891376868,Tenancy Breach,Noise Nuisance,LS16 7
07 September 2017,2-891431019,LASBT ALMO,Noise Nuisance,LS25 7
07 September 2017,2-891447346,Tenancy Breach,Noise Nuisance,LS14 1
07 September 2017,2-891455567,LASBT ALMO,Noise Nuisance,LS14 1
07 September 2017,2-891442779,Tenancy Breach,Noise Nuisance,LS9 7
07 September 2017,2-891447432,Tenancy Breach,Noise Nuisance,LS14 1
07 September 2017,2-891447524,Tenancy Breach,Noise Nuisance,LS14 1
07 September 2017,2-891463518,Tenancy Breach,Noise Nuisance,LS8 3
07 September 2017,2-891478185,LASBT Private,Noise Nuisance,LS14 6
07 September 2017,2-891473374,LASBT ALMO,Noise Nuisance,LS10 4
25 September 2017,2-892974972,Tenancy Breach,Noise Nuisance,LS14 6
07 September 2017,2-891478950,LASBT Private,Noise Nuisance,LS9 9
07 September 2017,2-891494470,LASBT Private,Noise Nuisance,LS19 7
25 September 2017,2-892985905,LASBT Private,Noise Nuisance,LS12 5
08 September 2017,2-891546027,Tenancy Breach,Noise Nuisance,LS10 4
25 September 2017,2-892921569,Tenancy Breach,Noise Nuisance,LS8 3
25 September 2017,2-892913614,LASBT ALMO,Noise Nuisance,LS11 7
08 September 2017,2-891539575,Tenancy Breach,Noise Nuisance,LS5 3
25 September 2017,2-892896841,Tenancy Breach,Noise Nuisance,LS12 5
08 September 2017,2-891577134,Tenancy Breach,Noise Nuisance,LS14 1
08 September 2017,2-891535885,Tenancy Breach,Noise Nuisance,LS28 8
22 September 2017,2-892888394,LASBT ALMO,Noise Nuisance,LS13 3
08 September 2017,2-891606367,Tenancy Breach,Noise Nuisance,LS25 7
22 September 2017,2-892866993,LASBT ALMO,Noise Nuisance,LS13 2
08 September 2017,2-891613829,Tenancy Breach,Noise Nuisance,LS14 1
08 September 2017,2-891627707,Tenancy Breach,Noise Nuisance,LS6 2
22 September 2017,2-892871194,Tenancy Breach,Noise Nuisance,LS27 9
11 September 2017,2-891723730,LASBT ALMO,Noise Nuisance,LS10 2
11 September 2017,2-891737374,Tenancy Breach,Noise Nuisance,LS16 6
11 September 2017,2-891742908,LASBT Private,Noise Nuisance,LS6 1
11 September 2017,2-891774410,Tenancy Breach,Noise Nuisance,LS14 5
21 September 2017,2-892800213,Tenancy Breach,Noise Nuisance,LS7 3
21 September 2017,2-892727191,LASBT Private,Noise Nuisance,LS21 1
11 September 2017,2-891825563,LASBT ALMO,Noise Nuisance,WF10 2
20 September 2017,2-892686835,Tenancy Breach,Noise Nuisance,LS11 0
20 September 2017,2-892684361,Tenancy Breach,Noise Nuisance,LS17 5
12 September 2017,2-891879497,LASBT ALMO,Noise Nuisance,LS11 6
20 September 2017,2-892638609,Tenancy Breach,Noise Nuisance,LS21 2
12 September 2017,2-891879906,LASBT ALMO,Noise Nuisance,LS10 4
12 September 2017,2-891882372,LASBT ALMO,Noise Nuisance,LS9 7
12 September 2017,2-891894213,Tenancy Breach,Noise Nuisance,LS13 2
12 September 2017,2-891878813,LASBT ALMO,Noise Nuisance,LS8 3
12 September 2017,2-891914546,Tenancy Breach,Noise Nuisance,LS28 7
12 September 2017,2-891927319,LASBT Private,Noise Nuisance,LS7 2
12 September 2017,2-891939261,Tenancy Breach,Noise Nuisance,LS11 8
12 September 2017,2-891950527,Tenancy Breach,Noise Nuisance,LS13 2
12 September 2017,2-891957114,Tenancy Breach,Noise Nuisance,LS12 3
12 September 2017,2-891961635,LASBT Private,Noise Nuisance,LS12 3
12 September 2017,2-891963133,Tenancy Breach,Noise Nuisance,LS17 6
19 September 2017,2-892558571,LASBT ALMO,Noise Nuisance,LS14 1
19 September 2017,2-892539960,Tenancy Breach,Noise Nuisance,LS9 6
13 September 2017,2-892010308,LASBT ALMO,Noise Nuisance,LS26 8
13 September 2017,2-892010915,Tenancy Breach,Noise Nuisance,LS5 3
13 September 2017,2-892032601,Tenancy Breach,Noise Nuisance,LS6 2
13 September 2017,2-892067541,Tenancy Breach,Noise Nuisance,LS16 7
19 September 2017,2-892516395,Tenancy Breach,Noise Nuisance,LS14 6
19 September 2017,2-892517353,LASBT ALMO,Noise Nuisance,LS11 9
19 September 2017,2-892462907,LASBT ALMO,Noise Nuisance,LS9 7
13 September 2017,2-892063369,LASBT ALMO,Noise Nuisance,LS27 0
13 September 2017,2-892096436,Tenancy Breach,Noise Nuisance,LS13 1
18 September 2017,2-892459349,LASBT Private,Noise Nuisance,LS16 6
18 September 2017,2-892446554,LASBT ALMO,Noise Nuisance,LS12 2
18 September 2017,2-892428691,Tenancy Breach,Noise Nuisance,LS13 3
18 September 2017,2-892437263,Tenancy Breach,Noise Nuisance,LS13 1
14 September 2017,2-892168319,Tenancy Breach,Noise Nuisance,LS15 0
18 September 2017,2-892426675,LASBT ALMO,Noise Nuisance,WF3 3
18 September 2017,2-892424813,LASBT Private,Noise Nuisance,LS12 1
15 September 2017,2-892220979,Tenancy Breach,Noise Nuisance,LS12 2
15 September 2017,2-892283353,Tenancy Breach,Noise Nuisance,LS11 9
15 September 2017,2-892277961,Tenancy Breach,Noise Nuisance,LS8 1
15 September 2017,2-892283705,Tenancy Breach,Noise Nuisance,LS11 9
15 September 2017,2-892324231,Tenancy Breach,Noise Nuisance,LS9 7
15 September 2017,2-892336416,Tenancy Breach,Noise Nuisance,LS16 6
18 September 2017,2-892365119,Tenancy Breach,Noise Nuisance,LS13 2
18 September 2017,2-892333794,LASBT Private,Noise Nuisance,LS6 1
